incident_id,bias_id
136967,0
137125,0
137131,0
137151,0
137156,0
141030,0
136983,0
136985,0
136990,0
137000,0
137020,0
137023,0
137037,0
137046,0
137051,0
137064,0
137068,0
137070,0
137078,0
137082,0
137084,0
137088,0
137089,0
137100,0
141013,0
141085,0
141102,0
141117,0
141119,0
141125,0
141127,0
141134,0
141147,0
141150,0
137158,0
137162,0
137164,0
137165,0
137167,0
137171,0
137177,0
137203,0
137211,0
137234,0
137239,0
137241,0
137242,0
137250,0
137252,0
137255,0
137270,0
137319,0
137325,0
137340,0
137360,0
137367,0
137368,0
137392,0
137403,0
137408,0
137409,0
137411,0
137419,0
137437,0
137442,0
137450,0
137464,0
137488,0
137491,0
137494,0
137496,0
137498,0
137522,0
137531,0
137546,0
137572,0
137575,0
137578,0
137604,0
137648,0
137650,0
137655,0
137666,0
137668,0
137670,0
137674,0
137675,0
137699,0
137712,0
137718,0
141051,0
141054,0
141056,0
141057,0
141059,0
141062,0
141068,0
141071,0
141077,0
141080,0
141166,0
141170,0
141172,0
141179,0
141189,0
141190,0
141194,0
141208,0
141215,0
141217,0
141219,0
141220,0
141226,0
141254,0
141259,0
141279,0
141288,0
141323,0
141333,0
141336,0
141395,0
141400,0
141402,0
141495,0
141500,0
141506,0
141509,0
141522,0
141536,0
141541,0
141542,0
141545,0
141552,0
141559,0
141562,0
141579,0
141584,0
141590,0
141591,0
141592,0
141598,0
141604,0
141611,0
141644,0
137748,0
137777,0
137788,0
141406,0
141408,0
141431,0
141437,0
141674,0
137865,0
137867,0
137881,0
137907,0
141471,0
142864,0
142866,0
142870,0
143014,0
143027,0
137973,0
137974,0
137975,0
137976,0
137977,0
137978,0
137979,0
137980,0
137981,0
137983,0
137984,0
137985,0
137986,0
143153,0
143154,0
143155,0
143156,0
143157,0
143159,0
143160,0
143162,0
143165,0
143166,0
143167,0
143168,0
143170,0
143171,0
143172,0
143173,0
137950,0
137958,0
137971,0
138128,0
138129,0
138130,0
138313,0
138318,0
138139,0
138041,0
138042,0
138045,0
138122,0
138123,0
138125,0
138162,0
138164,0
138205,0
138210,0
138211,0
138212,0
138214,0
138220,0
138222,0
138233,0
138236,0
138251,0
138266,0
138280,0
138283,0
138287,0
138288,0
138289,0
138295,0
138296,0
138310,0
143317,0
143318,0
138324,0
138335,0
138364,0
138375,0
141787,0
141798,0
143447,0
143452,0
138393,0
138399,0
138402,0
138410,0
138412,0
138418,0
138435,0
138468,0
138477,0
138478,0
141816,0
141896,0
141902,0
141913,0
138494,0
138578,0
138579,0
138584,0
138586,0
138592,0
138620,0
138641,0
138646,0
138647,0
138648,0
138657,0
138668,0
138670,0
138675,0
138676,0
138678,0
138679,0
138687,0
138692,0
138699,0
138701,0
138703,0
138704,0
138710,0
138713,0
138718,0
138741,0
138749,0
142223,0
142226,0
142228,0
142238,0
142248,0
142250,0
142325,0
142340,0
142345,0
142348,0
142350,0
142431,0
142440,0
142446,0
142447,0
142450,0
142453,0
142455,0
142459,0
142465,0
142538,0
142543,0
142548,0
142557,0
142559,0
138538,0
138548,0
138554,0
138555,0
142122,0
142123,0
138504,0
138506,0
138520,0
138523,0
142006,0
142009,0
142010,0
142023,0
138770,0
138780,0
138786,0
138792,0
138798,0
138802,0
138803,0
138844,0
138846,0
138848,0
138868,0
138886,0
138893,0
138903,0
138915,0
138923,0
142571,0
142647,0
142656,0
142678,0
142761,0
142785,0
142894,0
142904,0
142909,0
143042,0
143052,0
143053,0
143058,0
143064,0
143067,0
143068,0
138936,0
138938,0
138946,0
138952,0
138955,0
138960,0
138962,0
138970,0
138986,0
138999,0
139000,0
139006,0
143203,0
143207,0
143210,0
143214,0
143326,0
143334,0
143337,0
143338,0
143356,0
139027,0
139040,0
139051,0
139052,0
139056,0
139062,0
141702,0
143481,0
143494,0
139095,0
139097,0
139101,0
139105,0
139113,0
139134,0
139144,0
141713,0
139896,0
139899,0
139907,0
139922,0
139941,0
139942,0
139970,0
141751,0
141756,0
139193,0
139197,0
139262,0
139269,0
139271,0
139302,0
139303,0
139306,0
139324,0
139348,0
139354,0
139358,0
139364,0
139370,0
139374,0
139376,0
139383,0
139396,0
139409,0
139411,0
139412,0
139416,0
139433,0
139438,0
139441,0
139473,0
139477,0
139478,0
141856,0
141931,0
142036,0
142043,0
142165,0
142172,0
142175,0
142254,0
142255,0
142262,0
142269,0
142279,0
142370,0
142577,0
142583,0
139503,0
139504,0
139508,0
139509,0
139511,0
139148,0
139153,0
139154,0
139155,0
139157,0
139159,0
139160,0
139166,0
139168,0
139170,0
139173,0
139181,0
139185,0
141844,0
139516,0
139540,0
139556,0
139561,0
139563,0
139573,0
139574,0
139621,0
139622,0
139632,0
